Destination,Category,Year,Cognitive Theme,Positive Sentiment,Negative Sentiment,Positive Count,Negative Count,Total Count,Non-Emotional Count
Central Park,City parks,2016,Foods,1.0096955977775843,0.28731175546516635,172.0,39.0,211.0,14
Central Park,City parks,2016,Scenery,1.049446779961988,0.29862306746885847,178.0,40.0,218.0,7
Central Park,City parks,2016,Services,0.8617170916986131,0.24520405048334526,146.0,33.0,179.0,14
Central Park,City parks,2017,Atmospheres,0.8675716869696586,0.24686999222713865,147.0,33.0,180.0,20
Central Park,City parks,2017,Attractions,0.9586971159975335,0.27279999235702174,163.0,37.0,200.0,6
Central Park,City parks,2017,Foods,0.9490231614362045,0.2700472410590826,161.0,37.0,198.0,13
Central Park,City parks,2017,Scenery,1.0098810146921937,0.28736451637582755,172.0,39.0,211.0,6
Central Park,City parks,2017,Services,0.9111960597358664,0.25928343163215717,155.0,35.0,190.0,15
Central Park,City parks,2018,Atmospheres,0.9242480034553214,0.3371659854032548,201.0,46.0,247.0,27
Central Park,City parks,2018,Attractions,0.9631303142229377,0.35135026557016635,210.0,48.0,258.0,8
Central Park,City parks,2018,Foods,0.9243197504692071,0.33719215873827535,201.0,46.0,247.0,16
Central Park,City parks,2018,Scenery,0.9953300685257936,0.36309674687029064,217.0,49.0,266.0,8
Central Park,City parks,2018,Services,1.013124847515917,0.3695882882864556,221.0,50.0,271.0,21
Central Park,City parks,2019,Atmospheres,1.0020176680581219,0.38778277287059637,232.0,53.0,285.0,31
Central Park,City parks,2019,Attractions,0.954796392899147,0.36950804817924443,221.0,50.0,271.0,9
Central Park,City parks,2019,Foods,0.9022469882334903,0.3491713270778702,209.0,47.0,256.0,17
Central Park,City parks,2019,Scenery,0.9645983645364118,0.37330143013473804,223.0,51.0,274.0,8
Central Park,City parks,2019,Services,1.095203931391395,0.42384603676379373,253.0,58.0,311.0,24
Central Park,City parks,2020,Atmospheres,1.0788383918462547,0.4559129881545446,273.0,62.0,335.0,37
Central Park,City parks,2020,Attractions,0.9505003751699778,0.40167783197273943,240.0,55.0,295.0,9
Central Park,City parks,2020,Foods,0.9041075725336861,0.3820724105874482,228.0,52.0,280.0,18
Central Park,City parks,2020,Scenery,0.9394558003753657,0.3970104368044133,237.0,54.0,291.0,9
Central Park,City parks,2020,Services,1.144025542997555,0.4834608295136299,289.0,66.0,355.0,28
Chapultepec Park,City parks,2010,Atmospheres,0.692,0.372,104.0,36.0,140.0,17
Chapultepec Park,City parks,2010,Attractions,0.7266,0.3906,109.0,37.0,146.0,11
Chapultepec Park,City parks,2010,Foods,0.692,0.372,104.0,36.0,140.0,19
Chapultepec Park,City parks,2010,Scenery,0.692,0.372,104.0,36.0,140.0,12
Chapultepec Park,City parks,2010,Services,0.7957999999999998,0.42779999999999996,120.0,41.0,161.0,6
Chapultepec Park,City parks,2011,Atmospheres,0.8401419367051044,0.45163699487615444,126.0,43.0,169.0,20
Chapultepec Park,City parks,2011,Attractions,0.8171055847125537,0.4392532912038584,123.0,42.0,165.0,13
Chapultepec Park,City parks,2011,Foods,0.8172426280643468,0.4393269619074235,123.0,42.0,165.0,23
Chapultepec Park,City parks,2011,Scenery,0.8041495848400982,0.43228850514525524,121.0,41.0,162.0,14
Chapultepec Park,City parks,2011,Services,0.8764006592972632,0.47112867811933806,132.0,45.0,177.0,7
Chapultepec Park,City parks,2012,Atmospheres,0.9496198199616251,0.5104892673782148,143.0,49.0,192.0,23
Chapultepec Park,City parks,2012,Attractions,0.8842424006658824,0.4753441807047808,133.0,46.0,179.0,14
Chapultepec Park,City parks,2012,Foods,0.9206563109112825,0.4949192885245623,138.0,47.0,185.0,26
Chapultepec Park,City parks,2012,Scenery,0.8979329329534848,0.48270383100967684,135.0,46.0,181.0,16
Chapultepec Park,City parks,2012,Services,0.8953557642606846,0.481318416625686,135.0,46.0,181.0,7
Chapultepec Park,City parks,2013,Atmospheres,0.9733242081430734,0.5232320887705539,146.0,50.0,196.0,24
Chapultepec Park,City parks,2013,Attractions,0.9093776164855765,0.488856175336177,137.0,47.0,184.0,14
Chapultepec Park,City parks,2013,Foods,0.9699413182208245,0.5214135410088825,146.0,50.0,196.0,27
Chapultepec Park,City parks,2013,Scenery,0.9477278026173289,0.5094721713492,142.0,49.0,191.0,17
Chapultepec Park,City parks,2013,Services,0.8519080158505768,0.4579621125670731,128.0,44.0,172.0,7
Chapultepec Park,City parks,2014,Atmospheres,1.0298203629265579,0.5536028540587855,155.0,53.0,208.0,25
Chapultepec Park,City parks,2014,Attractions,1.0079599749452084,0.541851316011008,152.0,52.0,204.0,16
Chapultepec Park,City parks,2014,Foods,1.080045375255774,0.5806024271606185,162.0,56.0,218.0,30
Chapultepec Park,City parks,2014,Scenery,1.0691909088141778,0.5747673671660032,161.0,55.0,216.0,19
Chapultepec Park,City parks,2014,Services,0.8805173576639106,0.47334170094071504,132.0,45.0,177.0,7
Chapultepec Park,City parks,2015,Atmospheres,0.7832153345945845,0.42103483304795586,118.0,40.0,158.0,19
Chapultepec Park,City parks,2015,Attractions,0.8205246101874456,0.44109126443602564,123.0,42.0,165.0,13
Chapultepec Park,City parks,2015,Foods,0.8665658004730202,0.4658417308901207,130.0,45.0,175.0,24
Chapultepec Park,City parks,2015,Scenery,0.8771104665249213,0.4715102507908537,132.0,45.0,177.0,16
Chapultepec Park,City parks,2015,Services,0.6962152132858928,0.3742659817086013,105.0,36.0,141.0,6
Chapultepec Park,City parks,2016,Atmospheres,0.7114786133864477,0.3824711621094777,107.0,37.0,144.0,17
Chapultepec Park,City parks,2016,Attractions,0.7855568165176462,0.42229354876382136,118.0,40.0,158.0,12
Chapultepec Park,City parks,2016,Foods,0.8057965278972249,0.4331738560372365,121.0,41.0,162.0,22
Chapultepec Park,City parks,2016,Scenery,0.8375203114360518,0.4502276818702475,126.0,43.0,169.0,15
Chapultepec Park,City parks,2016,Services,0.687700968538235,0.3696889599656408,103.0,35.0,138.0,5
Chapultepec Park,City parks,2017,Atmospheres,0.6861101940190396,0.3688338037212179,103.0,35.0,138.0,16
Chapultepec Park,City parks,2017,Attractions,0.7581758074195494,0.4075742779769832,114.0,39.0,153.0,12
Chapultepec Park,City parks,2017,Foods,0.7505252594121696,0.40346155563775593,113.0,39.0,152.0,21
Chapultepec Park,City parks,2017,Scenery,0.798654070128545,0.42933426891303283,120.0,41.0,161.0,14
Chapultepec Park,City parks,2017,Services,0.7206100829759144,0.3873799868020812,108.0,37.0,145.0,6
Chapultepec Park,City parks,2018,Atmospheres,0.74662776498695,0.4013663707733316,112.0,38.0,150.0,18
Chapultepec Park,City parks,2018,Attractions,0.7780377465908288,0.41825150539275774,117.0,40.0,157.0,12
Chapultepec Park,City parks,2018,Foods,0.7466857237949991,0.4013975278204331,112.0,38.0,150.0,21
Chapultepec Park,City parks,2018,Scenery,0.804049412830184,0.4322346554520643,121.0,41.0,162.0,14
Chapultepec Park,City parks,2018,Services,0.8184244247492385,0.43996226301548663,123.0,42.0,165.0,7
Chapultepec Park,City parks,2019,Atmospheres,0.8919529438181633,0.47948915476930165,134.0,46.0,180.0,22
Chapultepec Park,City parks,2019,Attractions,0.8499185997825728,0.45689265768658543,128.0,44.0,172.0,14
Chapultepec Park,City parks,2019,Foods,0.8031413844882955,0.43174652460931495,121.0,41.0,162.0,22
Chapultepec Park,City parks,2019,Scenery,0.8586438924952492,0.46158313295987385,129.0,44.0,173.0,15
Chapultepec Park,City parks,2019,Services,0.9749033393582011,0.5240809858977613,147.0,50.0,197.0,8
Chapultepec Park,City parks,2020,Atmospheres,1.0788383918462547,0.5860342256340495,164.0,56.0,220.0,27
Chapultepec Park,City parks,2020,Attractions,0.9505003751699778,0.5163199192182559,144.0,49.0,193.0,15
Chapultepec Park,City parks,2020,Foods,0.9041075725336861,0.49111895272185135,137.0,47.0,184.0,26
Chapultepec Park,City parks,2020,Scenery,0.9394558003753657,0.5103204118906188,143.0,49.0,192.0,17
Chapultepec Park,City parks,2020,Services,1.144025542997555,0.6214444427110165,174.0,60.0,234.0,10
Golden Gate Park,City parks,2010,Atmospheres,0.736,0.11000000000000001,137.0,32.0,169.0,12
Golden Gate Park,City parks,2010,Attractions,0.7728,0.11550000000000002,144.0,34.0,178.0,12
Golden Gate Park,City parks,2010,Foods,0.736,0.11000000000000001,137.0,32.0,169.0,40
Golden Gate Park,City parks,2010,Scenery,0.736,0.11000000000000001,137.0,32.0,169.0,9
Golden Gate Park,City parks,2010,Services,0.8463999999999999,0.1265,158.0,37.0,195.0,7
Golden Gate Park,City parks,2011,Atmospheres,0.894539667411896,0.13369478724906056,167.0,39.0,206.0,14
Golden Gate Park,City parks,2011,Attractions,0.8700117516520702,0.1300289302740866,162.0,38.0,200.0,14
Golden Gate Park,City parks,2011,Foods,0.8701576683227875,0.13005073847215576,162.0,38.0,200.0,48
Golden Gate Park,City parks,2011,Scenery,0.856216873298125,0.12796719573749155,160.0,38.0,198.0,11
Golden Gate Park,City parks,2011,Services,0.9331460792946,0.13946476728587773,174.0,41.0,215.0,8
Golden Gate Park,City parks,2012,Atmospheres,1.0225647953482437,0.1528289775656343,191.0,45.0,236.0,16
Golden Gate Park,City parks,2012,Attractions,0.9521654144831213,0.1423073309689448,178.0,42.0,220.0,15
Golden Gate Park,City parks,2012,Foods,0.9913764565182607,0.14816767692528354,185.0,44.0,229.0,55
Golden Gate Park,City parks,2012,Scenery,0.9669075839835918,0.1445106443453738,181.0,43.0,224.0,12
Golden Gate Park,City parks,2012,Services,0.964132450270568,0.14409588251326427,180.0,42.0,222.0,8
Golden Gate Park,City parks,2013,Atmospheres,1.0733913773837611,0.1604253417285513,200.0,47.0,247.0,17
Golden Gate Park,City parks,2013,Attractions,1.0028704558614354,0.1498855300879863,187.0,44.0,231.0,16
Golden Gate Park,City parks,2013,Foods,1.0696606935655626,0.15986776670137487,200.0,47.0,247.0,59
Golden Gate Park,City parks,2013,Scenery,1.045163413100648,0.15620648837102077,195.0,46.0,241.0,13
Golden Gate Park,City parks,2013,Services,0.9394924228615317,0.14041326972115284,175.0,41.0,216.0,8
Golden Gate Park,City parks,2014,Atmospheres,1.0393991510638345,0.15534498181660572,194.0,46.0,240.0,17
Golden Gate Park,City parks,2014,Attractions,1.0173354305085622,0.15204741488579057,190.0,45.0,235.0,16
Golden Gate Park,City parks,2014,Foods,1.0900913271524917,0.16292125813420394,204.0,48.0,252.0,60
Golden Gate Park,City parks,2014,Scenery,1.0791358987974102,0.16128389791809122,202.0,48.0,250.0,14
Golden Gate Park,City parks,2014,Services,0.8887074163614185,0.1328231192931468,166.0,39.0,205.0,7
Golden Gate Park,City parks,2015,Atmospheres,0.9579060126772456,0.14345806271276582,179.0,42.0,221.0,15
Golden Gate Park,City parks,2015,Attractions,1.0035368600833852,0.15029183646738598,188.0,44.0,232.0,16
Golden Gate Park,City parks,2015,Foods,1.0598472144103956,0.15872499612554983,198.0,47.0,245.0,59
Golden Gate Park,City parks,2015,Scenery,1.0727437941460545,0.16065641561766414,201.0,47.0,248.0,14
Golden Gate Park,City parks,2015,Services,0.8515011255099332,0.12752263817823342,159.0,38.0,197.0,7
Golden Gate Park,City parks,2016,Atmospheres,0.8954109073103694,0.1339812255730675,167.0,39.0,206.0,14
Golden Gate Park,City parks,2016,Attractions,0.9886398952653457,0.1479311718638321,185.0,44.0,229.0,16
Golden Gate Park,City parks,2016,Foods,1.0141120008059867,0.1517425883770762,190.0,45.0,235.0,56
Golden Gate Park,City parks,2016,Scenery,1.054037054444092,0.15771661390416267,197.0,47.0,244.0,14
Golden Gate Park,City parks,2016,Services,0.865486237549878,0.12950356744242977,162.0,38.0,200.0,7
Golden Gate Park,City parks,2017,Atmospheres,0.88210568648508,0.13478824809059076,168.0,40.0,208.0,14
Golden Gate Park,City parks,2017,Attractions,0.9747576947700072,0.14894573745965112,186.0,44.0,230.0,16
Golden Gate Park,City parks,2017,Foods,0.964921677231038,0.14744276611213744,184.0,43.0,227.0,54
Golden Gate Park,City parks,2017,Scenery,1.0267990520124723,0.15689780429068964,196.0,46.0,242.0,13
Golden Gate Park,City parks,2017,Services,0.9264608767988951,0.1415658468383628,177.0,42.0,219.0,8
Golden Gate Park,City parks,2018,Atmospheres,0.9242480034553214,0.15021794047355208,188.0,44.0,232.0,16
Golden Gate Park,City parks,2018,Attractions,0.9631303142229377,0.15653747876038407,196.0,46.0,242.0,17
Golden Gate Park,City parks,2018,Foods,0.9243197504692071,0.15022960150892434,188.0,44.0,232.0,55
Golden Gate Park,City parks,2018,Scenery,0.9953300685257936,0.16177090177784936,202.0,48.0,250.0,14
Golden Gate Park,City parks,2018,Services,1.013124847515917,0.16466308552191472,206.0,49.0,255.0,9
Golden Gate Park,City parks,2019,Atmospheres,1.0020176680581219,0.180427433453142,226.0,53.0,279.0,19
Golden Gate Park,City parks,2019,Attractions,0.954796392899147,0.17192457591587926,215.0,51.0,266.0,18
Golden Gate Park,City parks,2019,Foods,0.9022469882334903,0.1624623134073852,203.0,48.0,251.0,60
Golden Gate Park,City parks,2019,Scenery,0.9645983645364118,0.17368955935047234,217.0,51.0,268.0,15
Golden Gate Park,City parks,2019,Services,1.095203931391395,0.19720693631250263,247.0,58.0,305.0,11
Golden Gate Park,City parks,2020,Atmospheres,1.0788383918462547,0.21997221742052844,275.0,65.0,340.0,24
Golden Gate Park,City parks,2020,Attractions,0.9505003751699778,0.1938044444519367,242.0,57.0,299.0,21
Golden Gate Park,City parks,2020,Foods,0.9041075725336861,0.18434507802097977,230.0,54.0,284.0,68
Golden Gate Park,City parks,2020,Scenery,0.9394558003753657,0.19155248565403,239.0,57.0,296.0,17
Golden Gate Park,City parks,2020,Services,1.144025542997555,0.2332637004586313,292.0,69.0,361.0,13
Griffith Park,City parks,2010,Atmospheres,0.8899999999999999,0.3,131.0,25.0,156.0,4
Griffith Park,City parks,2010,Attractions,0.9344999999999999,0.315,137.0,27.0,164.0,11
Griffith Park,City parks,2010,Foods,0.8899999999999999,0.3,131.0,25.0,156.0,13
Griffith Park,City parks,2010,Scenery,0.8899999999999999,0.3,131.0,25.0,156.0,26
Griffith Park,City parks,2010,Services,1.0234999999999999,0.345,150.0,29.0,179.0,7
Griffith Park,City parks,2011,Atmospheres,1.077306122468523,0.3780510594402928,165.0,32.0,197.0,6
Griffith Park,City parks,2011,Attractions,1.0477668244562803,0.36768505234561283,160.0,31.0,191.0,13
Griffith Park,City parks,2011,Foods,1.0479425538604203,0.36774671976402284,160.0,31.0,191.0,15
Griffith Park,City parks,2011,Scenery,1.031153467384692,0.36185504998065615,158.0,31.0,189.0,32
Griffith Park,City parks,2011,Services,1.1238003422364518,0.39436693166502235,172.0,33.0,205.0,8
Griffith Park,City parks,2012,Atmospheres,1.1025675615986763,0.3716519870557336,162.0,31.0,193.0,5
Griffith Park,City parks,2012,Attractions,1.026660319288344,0.34606527616461036,151.0,29.0,180.0,12
Griffith Park,City parks,2012,Foods,1.06893912959073,0.3603165605362012,157.0,30.0,187.0,15
Griffith Park,City parks,2012,Scenery,1.042555877156902,0.351423329378731,153.0,30.0,183.0,31
Griffith Park,City parks,2012,Services,1.039563624318746,0.3504147048265437,153.0,30.0,183.0,7
Griffith Park,City parks,2013,Atmospheres,1.103585123997865,0.4180702322051713,182.0,35.0,217.0,6
Griffith Park,City parks,2013,Attractions,1.0310804984135333,0.39060336535924856,170.0,33.0,203.0,14
Griffith Park,City parks,2013,Foods,1.0997494986604055,0.4166171854572462,182.0,35.0,217.0,18
Griffith Park,City parks,2013,Scenery,1.074563126877378,0.4070758532384943,178.0,35.0,213.0,36
Griffith Park,City parks,2013,Services,0.9659196857960369,0.3659185490552848,160.0,31.0,191.0,7
Griffith Park,City parks,2014,Atmospheres,1.0401985780187086,0.456233535005533,199.0,39.0,238.0,7
Griffith Park,City parks,2014,Attractions,1.0181178877238337,0.4465488924752757,195.0,38.0,233.0,16
Griffith Park,City parks,2014,Foods,1.0909297426825681,0.47848434276343793,209.0,41.0,250.0,20
Griffith Park,City parks,2014,Scenery,1.0799658882433203,0.4736755705022494,207.0,40.0,247.0,41
Griffith Park,City parks,2014,Services,0.8893909426688131,0.39008895258112714,170.0,33.0,203.0,8
Griffith Park,City parks,2015,Atmospheres,0.9579060126772456,0.4167511908973382,182.0,35.0,217.0,6
Griffith Park,City parks,2015,Attractions,1.0035368600833852,0.4366035665443118,190.0,37.0,227.0,16
Griffith Park,City parks,2015,Foods,1.0598472144103956,0.46110221976817434,201.0,39.0,240.0,20
Griffith Park,City parks,2015,Scenery,1.0727437941460545,0.4667130676929271,204.0,40.0,244.0,41
Griffith Park,City parks,2015,Services,0.8515011255099332,0.370458169601505,162.0,31.0,193.0,7
Griffith Park,City parks,2016,Atmospheres,0.8954109073103694,0.3835661716702745,167.0,32.0,199.0,6
Griffith Park,City parks,2016,Attractions,0.9886398952653457,0.42350256925783414,185.0,36.0,221.0,15
Griffith Park,City parks,2016,Foods,1.0141120008059867,0.43441402669803064,189.0,37.0,226.0,18
Griffith Park,City parks,2016,Scenery,1.054037054444092,0.4515166773946792,197.0,38.0,235.0,39
Griffith Park,City parks,2016,Services,0.865486237549878,0.37074737426137677,162.0,31.0,193.0,7
Griffith Park,City parks,2017,Atmospheres,0.88210568648508,0.38337900182901713,167.0,32.0,199.0,6
Griffith Park,City parks,2017,Attractions,0.9747576947700072,0.4236472315864613,185.0,36.0,221.0,15
Griffith Park,City parks,2017,Foods,0.964921677231038,0.4193723213984444,183.0,36.0,219.0,18
Griffith Park,City parks,2017,Scenery,1.0267990520124723,0.44626534175072563,195.0,38.0,233.0,39
Griffith Park,City parks,2017,Services,0.9264608767988951,0.40265656555973695,176.0,34.0,210.0,8
Griffith Park,City parks,2018,Atmospheres,0.9242480034553214,0.43269588074828774,189.0,37.0,226.0,6
Griffith Park,City parks,2018,Attractions,0.9631303142229377,0.4508990206417196,197.0,38.0,235.0,16
Griffith Park,City parks,2018,Foods,0.9243197504692071,0.43272946982529764,189.0,37.0,226.0,18
Griffith Park,City parks,2018,Scenery,0.9953300685257936,0.46597365536731816,203.0,40.0,243.0,41
Griffith Park,City parks,2018,Services,1.013124847515917,0.47430445785654934,207.0,40.0,247.0,9
Griffith Park,City parks,2019,Atmospheres,1.0020176680581219,0.5364792317211217,234.0,46.0,280.0,8
Griffith Park,City parks,2019,Attractions,0.954796392899147,0.5111970094352876,223.0,43.0,266.0,19
Griffith Park,City parks,2019,Foods,0.9022469882334903,0.48306211207657296,211.0,41.0,252.0,21
Griffith Park,City parks,2019,Scenery,0.9645983645364118,0.5164449749961174,225.0,44.0,269.0,45
Griffith Park,City parks,2019,Services,1.095203931391395,0.586371061529752,256.0,50.0,306.0,12
Griffith Park,City parks,2020,Atmospheres,1.0788383918462547,0.6806800761065482,297.0,58.0,355.0,10
Griffith Park,City parks,2020,Attractions,0.9505003751699778,0.5997067518173799,262.0,51.0,313.0,22
Griffith Park,City parks,2020,Foods,0.9041075725336861,0.5704357723380296,249.0,49.0,298.0,24
Griffith Park,City parks,2020,Scenery,0.9394558003753657,0.5927383105118239,259.0,50.0,309.0,52
Griffith Park,City parks,2020,Services,1.144025542997555,0.7218091231836563,315.0,62.0,377.0,15
Hyde Park,City parks,2010,Atmospheres,0.7848443538530661,0.3253122973941694,164.0,35.0,199.0,14
Hyde Park,City parks,2010,Attractions,0.8240865715457194,0.3415779122638779,172.0,36.0,208.0,15
Hyde Park,City parks,2010,Foods,0.7848443538530661,0.3253122973941694,164.0,35.0,199.0,20
Hyde Park,City parks,2010,Scenery,0.7848443538530661,0.3253122973941694,164.0,35.0,199.0,19
Hyde Park,City parks,2010,Services,0.9025710069310259,0.37410914200329476,188.0,40.0,228.0,13
Hyde Park,City parks,2011,Atmospheres,0.8394109384639435,0.3479297513053447,175.0,37.0,212.0,15
Hyde Park,City parks,2011,Attractions,0.8163946301474119,0.33838965829298523,170.0,36.0,206.0,15
Hyde Park,City parks,2011,Foods,0.8165315542592947,0.33844641234515693,170.0,36.0,206.0,21
Hyde Park,City parks,2011,Scenery,0.8034499031476765,0.33302416275396446,168.0,35.0,203.0,20
Hyde Park,City parks,2011,Services,0.8756381127411288,0.3629456525274824,183.0,39.0,222.0,12
Hyde Park,City parks,2012,Atmospheres,0.9508401020684456,0.39411633216170355,198.0,42.0,240.0,17
Hyde Park,City parks,2012,Attractions,0.8853786713680547,0.366983043494585,185.0,39.0,224.0,16
Hyde Park,City parks,2012,Foods,0.9218393742795067,0.38209574064338975,192.0,41.0,233.0,24
Hyde Park,City parks,2012,Scenery,0.8990867962871841,0.3726649619393256,188.0,40.0,228.0,22
Hyde Park,City parks,2012,Services,0.8965063158766039,0.3715953715082735,187.0,40.0,227.0,13
Hyde Park,City parks,2013,Atmospheres,0.9827808478248333,0.40735553982304684,205.0,43.0,248.0,17
Hyde Park,City parks,2013,Attractions,0.9182129627985675,0.38059261936288447,192.0,40.0,232.0,16
Hyde Park,City parks,2013,Foods,0.9793650903638855,0.4059397331073496,204.0,43.0,247.0,25
Hyde Park,City parks,2013,Scenery,0.9569357523125663,0.396642935016513,200.0,42.0,242.0,24
Hyde Park,City parks,2013,Services,0.8601849980529117,0.35654044846830835,180.0,38.0,218.0,12
Hyde Park,City parks,2014,Atmospheres,0.9311146624151976,0.3859402803634008,194.0,41.0,235.0,16
Hyde Park,City parks,2014,Attractions,0.9113495378281524,0.377747779447611,190.0,40.0,230.0,16
Hyde Park,City parks,2014,Foods,0.976525733203135,0.40476284013927044,204.0,43.0,247.0,25
Hyde Park,City parks,2014,Scenery,0.9667116401629251,0.40069496969071966,202.0,43.0,245.0,24
Hyde Park,City parks,2014,Services,0.7961219759745836,0.329986790041639,166.0,35.0,201.0,11
Hyde Park,City parks,2015,Atmospheres,0.7106658638150772,0.29456585079871317,148.0,31.0,179.0,12
Hyde Park,City parks,2015,Attractions,0.7445191700469324,0.3085978009180038,155.0,33.0,188.0,13
Hyde Park,City parks,2015,Foods,0.7862955511009487,0.32591380813749465,164.0,35.0,199.0,20
Hyde Park,City parks,2015,Scenery,0.7958634615815253,0.329879637699009,166.0,35.0,201.0,20
Hyde Park,City parks,2015,Services,0.6317245897734218,0.26184526474666464,132.0,28.0,160.0,9
Hyde Park,City parks,2016,Atmospheres,0.751635308597237,0.3115473887808838,157.0,33.0,190.0,13
Hyde Park,City parks,2016,Attractions,0.8298945732093191,0.3439852868664714,173.0,37.0,210.0,15
Hyde Park,City parks,2016,Foods,0.8512766378595823,0.35284799772150804,178.0,37.0,215.0,22
Hyde Park,City parks,2016,Scenery,0.8847909492969754,0.36673943695497824,185.0,39.0,224.0,22
Hyde Park,City parks,2016,Services,0.7265156253250509,0.3011354620912529,152.0,32.0,184.0,10
Hyde Park,City parks,2017,Atmospheres,0.734848261856548,0.3045892795521344,153.0,32.0,185.0,13
Hyde Park,City parks,2017,Attractions,0.8120330802845933,0.3365818274802807,169.0,36.0,205.0,14
Hyde Park,City parks,2017,Foods,0.8038390730325787,0.33318547085118483,168.0,35.0,203.0,21
Hyde Park,City parks,2017,Scenery,0.8553867299664878,0.3545516011165442,179.0,38.0,217.0,21
Hyde Park,City parks,2017,Services,0.7717988620009613,0.3199050355540216,161.0,34.0,195.0,11
Hyde Park,City parks,2018,Atmospheres,0.8063978758867582,0.3342460760921925,168.0,35.0,203.0,14
Hyde Park,City parks,2018,Attractions,0.8403223341440167,0.34830751821041844,175.0,37.0,212.0,15
Hyde Park,City parks,2018,Foods,0.8064604744959868,0.3342720227621046,168.0,35.0,203.0,21
Hyde Park,City parks,2018,Scenery,0.8684163233945477,0.3599522731751313,181.0,38.0,219.0,21
Hyde Park,City parks,2018,Services,0.8839421042735576,0.3663875968438224,184.0,39.0,223.0,12
Hyde Park,City parks,2019,Atmospheres,0.9662991237663976,0.4005239846336083,202.0,43.0,245.0,17
Hyde Park,City parks,2019,Attractions,0.9207611275176103,0.381648815173966,192.0,41.0,233.0,16
Hyde Park,City parks,2019,Foods,0.8700849315765977,0.36064389917522743,182.0,38.0,220.0,22
Hyde Park,City parks,2019,Scenery,0.9302136919844902,0.3855668346486437,194.0,41.0,235.0,23
Hyde Park,City parks,2019,Services,1.0561636116656106,0.4377721636758907,221.0,47.0,268.0,15
Hyde Park,City parks,2020,Atmospheres,1.0788383918462547,0.4899598257070122,247.0,52.0,299.0,21
Hyde Park,City parks,2020,Attractions,0.9505003751699778,0.4316744766153075,217.0,46.0,263.0,19
Hyde Park,City parks,2020,Foods,0.9041075725336861,0.41060495437218675,207.0,44.0,251.0,26
Hyde Park,City parks,2020,Scenery,0.9394558003753657,0.42665852799661264,215.0,45.0,260.0,26
Hyde Park,City parks,2020,Services,1.144025542997555,0.5195648948793924,262.0,55.0,317.0,18
Mount Royal Park,City parks,2010,Atmospheres,0.8440000000000001,0.286,141.0,27.0,168.0,6
Mount Royal Park,City parks,2010,Attractions,0.8862000000000001,0.3003,148.0,28.0,176.0,8
Mount Royal Park,City parks,2010,Foods,0.8440000000000001,0.286,141.0,27.0,168.0,24
Mount Royal Park,City parks,2010,Scenery,0.8440000000000001,0.286,141.0,27.0,168.0,21
Mount Royal Park,City parks,2010,Services,0.9706,0.32889999999999997,162.0,31.0,193.0,19
Mount Royal Park,City parks,2011,Atmospheres,1.0261733656341527,0.34773173290446396,172.0,33.0,205.0,7
Mount Royal Park,City parks,2011,Attractions,0.9980361071265748,0.33819706947654066,167.0,32.0,199.0,9
Mount Royal Park,City parks,2011,Foods,0.9982034957919933,0.3382537912280924,167.0,32.0,199.0,28
Mount Royal Park,City parks,2011,Scenery,0.9822112787095879,0.33283462761959964,164.0,32.0,196.0,25
Mount Royal Park,City parks,2011,Services,1.0704608053754816,0.3627390880774735,179.0,35.0,214.0,21
Mount Royal Park,City parks,2012,Atmospheres,1.1182539675986152,0.39298562372073,194.0,37.0,231.0,9
Mount Royal Park,City parks,2012,Attractions,1.0412667807454838,0.36593017967973746,181.0,35.0,216.0,9
Mount Royal Park,City parks,2012,Foods,1.0841470984807897,0.38099951893434303,188.0,36.0,224.0,32
Mount Royal Park,City parks,2012,Scenery,1.0573884872719619,0.37159579686360117,183.0,35.0,218.0,28
Mount Royal Park,City parks,2012,Services,1.0543536631715011,0.37052927505678535,183.0,35.0,218.0,22
Mount Royal Park,City parks,2013,Atmospheres,1.103585123997865,0.4019723221836783,199.0,38.0,237.0,9
Mount Royal Park,City parks,2013,Attractions,1.0310804984135333,0.3755630746490511,185.0,36.0,221.0,10
Mount Royal Park,City parks,2013,Foods,1.0997494986604055,0.4005752254030152,198.0,38.0,236.0,34
Mount Royal Park,City parks,2013,Scenery,1.074563126877378,0.3914012848225833,193.0,37.0,230.0,29
Mount Royal Park,City parks,2013,Services,0.9659196857960369,0.3518287540301359,174.0,33.0,207.0,21
Mount Royal Park,City parks,2014,Atmospheres,1.0401985780187086,0.37383825889548733,185.0,36.0,221.0,8
Mount Royal Park,City parks,2014,Attractions,1.0181178877238337,0.36590265218588264,181.0,35.0,216.0,9
Mount Royal Park,City parks,2014,Foods,1.0909297426825681,0.39207059517285575,194.0,37.0,231.0,33
Mount Royal Park,City parks,2014,Scenery,1.0799658882433203,0.3881302819086722,192.0,37.0,229.0,29
Mount Royal Park,City parks,2014,Services,0.8893909426688131,0.3196393155218727,158.0,30.0,188.0,19
Mount Royal Park,City parks,2015,Atmospheres,0.9579060126772456,0.32768715691960515,162.0,31.0,193.0,7
Mount Royal Park,City parks,2015,Attractions,1.0035368600833852,0.34329687484230526,169.0,33.0,202.0,9
Mount Royal Park,City parks,2015,Foods,1.0598472144103956,0.36255991283387373,179.0,34.0,213.0,30
Mount Royal Park,City parks,2015,Scenery,1.0727437941460545,0.3669716646045445,181.0,35.0,216.0,27
Mount Royal Park,City parks,2015,Services,0.8515011255099332,0.2912874324197484,144.0,28.0,172.0,17
