Category,Word,Frequency,Sentiment,Month
Museums,permanent,25,-0.77,2020-08
Museums,permanent,14,-0.35,2020-09
Museums,permanent,19,-0.2,2020-10
Museums,permanent,31,0.31,2020-11
Museums,permanent,20,0.36,2020-12
Museums,temporary,12,0.78,2020-01
Museums,temporary,15,-0.21,2020-02
Museums,temporary,7,0.45,2020-03
Museums,temporary,27,0.39,2020-04
Museums,temporary,28,0.65,2020-05
Museums,temporary,14,-0.63,2020-06
Museums,temporary,11,0.04,2020-07
Museums,temporary,22,0.45,2020-08
Museums,temporary,22,-0.59,2020-09
Museums,temporary,17,0.91,2020-10
Museums,temporary,22,-0.34,2020-11
Museums,temporary,26,-0.91,2020-12
Museums,guided,36,-0.34,2020-01
Museums,guided,32,-0.16,2020-02
Museums,guided,37,0.4,2020-03
Museums,guided,31,0.71,2020-04
Museums,guided,39,-0.65,2020-05
Museums,guided,39,0.72,2020-06
Museums,guided,26,-0.21,2020-07
Museums,guided,36,-0.97,2020-08
Museums,guided,29,0.53,2020-09
Museums,guided,43,-0.93,2020-10
Museums,guided,34,0.37,2020-11
Museums,guided,21,0.3,2020-12
Museums,interactive,29,0.59,2020-01
Museums,interactive,28,0.57,2020-02
Museums,interactive,33,0.69,2020-03
Museums,interactive,24,0.88,2020-04
Museums,interactive,30,0.25,2020-05
Museums,interactive,36,-0.97,2020-06
Museums,interactive,30,-0.72,2020-07
Museums,interactive,16,-0.01,2020-08
Museums,interactive,33,-0.79,2020-09
Museums,interactive,25,0.6,2020-10
Museums,interactive,20,0.91,2020-11
Museums,interactive,28,-0.27,2020-12
Museums,artistic,45,0.02,2020-01
Museums,artistic,46,0.02,2020-01
Museums,artistic,41,0.6,2020-02
Museums,artistic,34,0.6,2020-02
Museums,artistic,30,0.5,2020-03
Museums,artistic,33,0.5,2020-03
Museums,artistic,31,-0.35,2020-04
Museums,artistic,39,-0.35,2020-04
Museums,artistic,42,0.79,2020-05
Museums,artistic,34,0.79,2020-05
Museums,artistic,38,-0.53,2020-06
Museums,artistic,38,-0.53,2020-06
Museums,artistic,46,-0.45,2020-07
Museums,artistic,49,-0.45,2020-07
Museums,artistic,40,0.14,2020-08
Museums,artistic,37,0.14,2020-08
Museums,artistic,36,-0.13,2020-09
Museums,artistic,38,-0.13,2020-09
Museums,artistic,41,-0.91,2020-10
Museums,artistic,46,-0.91,2020-10
Museums,artistic,44,0.16,2020-11
Museums,artistic,41,0.16,2020-11
Museums,artistic,40,-0.31,2020-12
Museums,artistic,36,-0.31,2020-12
Museums,cultural,37,-0.85,2020-01
Museums,cultural,25,-0.43,2020-02
Museums,cultural,28,-0.72,2020-03
Museums,cultural,28,0.11,2020-04
Museums,cultural,24,0.74,2020-05
Museums,cultural,46,-0.26,2020-06
Museums,cultural,47,0.42,2020-07
Museums,cultural,28,-0.23,2020-08
Museums,cultural,22,0.51,2020-09
Museums,cultural,27,-0.85,2020-10
Museums,cultural,24,0.79,2020-11
Museums,cultural,33,-0.4,2020-12
Religious_sites,sacred,87,-0.84,2020-01
Religious_sites,sacred,79,-0.84,2020-01
Religious_sites,sacred,89,-0.84,2020-01
Religious_sites,sacred,83,-0.84,2020-01
Religious_sites,sacred,77,0.55,2020-02
Religious_sites,sacred,73,0.55,2020-02
Religious_sites,sacred,76,0.55,2020-02
Religious_sites,sacred,76,0.55,2020-02
Religious_sites,sacred,88,0.46,2020-03
Religious_sites,sacred,88,0.46,2020-03
Religious_sites,sacred,88,0.46,2020-03
Religious_sites,sacred,85,0.46,2020-03
Religious_sites,sacred,87,-0.47,2020-04
Religious_sites,sacred,87,-0.47,2020-04
Religious_sites,sacred,93,-0.47,2020-04
Religious_sites,sacred,91,-0.47,2020-04
Religious_sites,sacred,69,-0.62,2020-05
Religious_sites,sacred,67,-0.62,2020-05
Religious_sites,sacred,69,-0.62,2020-05
Religious_sites,sacred,73,-0.62,2020-05
Religious_sites,sacred,70,-0.08,2020-06
Religious_sites,sacred,80,-0.08,2020-06
Religious_sites,sacred,78,-0.08,2020-06
Religious_sites,sacred,72,-0.08,2020-06
Religious_sites,sacred,83,0.01,2020-07
Religious_sites,sacred,79,0.01,2020-07
Religious_sites,sacred,84,0.01,2020-07
Religious_sites,sacred,86,0.01,2020-07
Religious_sites,sacred,87,0.9,2020-08
Religious_sites,sacred,81,0.9,2020-08
Religious_sites,sacred,84,0.9,2020-08
Religious_sites,sacred,82,0.9,2020-08
Religious_sites,sacred,73,0.22,2020-09
Religious_sites,sacred,82,0.22,2020-09
Religious_sites,sacred,81,0.22,2020-09
Religious_sites,sacred,76,0.22,2020-09
Religious_sites,sacred,71,-0.66,2020-10
Religious_sites,sacred,68,-0.66,2020-10
Religious_sites,sacred,72,-0.66,2020-10
Religious_sites,sacred,68,-0.66,2020-10
Religious_sites,sacred,82,0.55,2020-11
Religious_sites,sacred,81,0.55,2020-11
Religious_sites,sacred,86,0.55,2020-11
Religious_sites,sacred,82,0.55,2020-11
Religious_sites,sacred,83,0.07,2020-12
Religious_sites,sacred,93,0.07,2020-12
Religious_sites,sacred,83,0.07,2020-12
Religious_sites,sacred,85,0.07,2020-12
Religious_sites,worship,84,0.81,2020-01
Religious_sites,worship,82,0.81,2020-01
Religious_sites,worship,77,0.81,2020-01
Religious_sites,worship,78,-0.68,2020-02
Religious_sites,worship,83,-0.68,2020-02
Religious_sites,worship,76,-0.68,2020-02
Religious_sites,worship,68,-0.83,2020-03
Religious_sites,worship,68,-0.83,2020-03
Religious_sites,worship,64,-0.83,2020-03
Religious_sites,worship,80,0.5,2020-04
Religious_sites,worship,79,0.5,2020-04
Religious_sites,worship,87,0.5,2020-04
Religious_sites,worship,86,0.49,2020-05
Religious_sites,worship,88,0.49,2020-05
Religious_sites,worship,78,0.49,2020-05
Religious_sites,worship,68,-0.82,2020-06
Religious_sites,worship,70,-0.82,2020-06
Religious_sites,worship,72,-0.82,2020-06
Religious_sites,worship,75,-0.36,2020-07
Religious_sites,worship,83,-0.36,2020-07
Religious_sites,worship,83,-0.36,2020-07
Religious_sites,worship,70,0.2,2020-08
Religious_sites,worship,77,0.2,2020-08
Religious_sites,worship,75,0.2,2020-08
Religious_sites,worship,77,-0.76,2020-09
Religious_sites,worship,75,-0.76,2020-09
Religious_sites,worship,80,-0.76,2020-09
Religious_sites,worship,73,-0.11,2020-10
Religious_sites,worship,77,-0.11,2020-10
Religious_sites,worship,71,-0.11,2020-10
Religious_sites,worship,70,0.05,2020-11
Religious_sites,worship,69,0.05,2020-11
Religious_sites,worship,72,0.05,2020-11
Religious_sites,worship,64,0.05,2020-12
Religious_sites,worship,67,0.05,2020-12
Religious_sites,worship,67,0.05,2020-12
Religious_sites,spiritual,69,-0.32,2020-01
Religious_sites,spiritual,70,-0.32,2020-01
Religious_sites,spiritual,65,-0.32,2020-01
Religious_sites,spiritual,74,-0.74,2020-02
Religious_sites,spiritual,67,-0.74,2020-02
Religious_sites,spiritual,64,-0.74,2020-02
Religious_sites,spiritual,68,-0.07,2020-03
Religious_sites,spiritual,75,-0.07,2020-03
Religious_sites,spiritual,72,-0.07,2020-03
Religious_sites,spiritual,74,-0.79,2020-04
Religious_sites,spiritual,73,-0.79,2020-04
Religious_sites,spiritual,71,-0.79,2020-04
Religious_sites,spiritual,79,-0.08,2020-05
Religious_sites,spiritual,70,-0.08,2020-05
Religious_sites,spiritual,70,-0.08,2020-05
Religious_sites,spiritual,71,0.08,2020-06
Religious_sites,spiritual,74,0.08,2020-06
Religious_sites,spiritual,70,0.08,2020-06
Religious_sites,spiritual,65,0.81,2020-07
Religious_sites,spiritual,67,0.81,2020-07
Religious_sites,spiritual,66,0.81,2020-07
Religious_sites,spiritual,85,-0.7,2020-08
Religious_sites,spiritual,82,-0.7,2020-08
Religious_sites,spiritual,80,-0.7,2020-08
Religious_sites,spiritual,58,-0.79,2020-09
Religious_sites,spiritual,65,-0.79,2020-09
Religious_sites,spiritual,60,-0.79,2020-09
Religious_sites,spiritual,67,0.57,2020-10
Religious_sites,spiritual,73,0.57,2020-10
Religious_sites,spiritual,69,0.57,2020-10
Religious_sites,spiritual,80,0.84,2020-11
Religious_sites,spiritual,77,0.84,2020-11
Religious_sites,spiritual,80,0.84,2020-11
Religious_sites,spiritual,58,-0.81,2020-12
Religious_sites,spiritual,63,-0.81,2020-12
Religious_sites,spiritual,62,-0.81,2020-12
Religious_sites,prayer,72,0.98,2020-01
Religious_sites,prayer,70,0.98,2020-01
Religious_sites,prayer,65,0.98,2020-01
Religious_sites,prayer,72,0.38,2020-02
Religious_sites,prayer,68,0.38,2020-02
Religious_sites,prayer,70,0.38,2020-02
Religious_sites,prayer,66,0.12,2020-03
Religious_sites,prayer,65,0.12,2020-03
Religious_sites,prayer,65,0.12,2020-03
Religious_sites,prayer,69,-0.49,2020-04
Religious_sites,prayer,70,-0.49,2020-04
Religious_sites,prayer,65,-0.49,2020-04
Religious_sites,prayer,64,0.63,2020-05
Religious_sites,prayer,66,0.63,2020-05
Religious_sites,prayer,61,0.63,2020-05
Religious_sites,prayer,61,0.9,2020-06
Religious_sites,prayer,65,0.9,2020-06
Religious_sites,prayer,67,0.9,2020-06
Religious_sites,prayer,73,-0.98,2020-07
Religious_sites,prayer,71,-0.98,2020-07
Religious_sites,prayer,70,-0.98,2020-07
Religious_sites,prayer,60,-0.09,2020-08
Religious_sites,prayer,61,-0.09,2020-08
Religious_sites,prayer,56,-0.09,2020-08
Religious_sites,prayer,78,0.44,2020-09
Religious_sites,prayer,75,0.44,2020-09
Religious_sites,prayer,80,0.44,2020-09
Religious_sites,prayer,64,-0.17,2020-10
Religious_sites,prayer,65,-0.17,2020-10
Religious_sites,prayer,64,-0.17,2020-10
Religious_sites,prayer,68,-0.6,2020-11
Religious_sites,prayer,67,-0.6,2020-11
Religious_sites,prayer,58,-0.6,2020-11
Religious_sites,prayer,67,-0.81,2020-12
Religious_sites,prayer,72,-0.81,2020-12
Religious_sites,prayer,70,-0.81,2020-12
Religious_sites,pilgrimage,71,0.31,2020-01
Religious_sites,pilgrimage,71,0.31,2020-01
Religious_sites,pilgrimage,62,0.31,2020-01
Religious_sites,pilgrimage,71,0.16,2020-02
Religious_sites,pilgrimage,75,0.16,2020-02
Religious_sites,pilgrimage,68,0.16,2020-02
Religious_sites,pilgrimage,68,-0.04,2020-03
Religious_sites,pilgrimage,69,-0.04,2020-03
Religious_sites,pilgrimage,67,-0.04,2020-03
Religious_sites,pilgrimage,59,0.08,2020-04
Religious_sites,pilgrimage,62,0.08,2020-04
Religious_sites,pilgrimage,65,0.08,2020-04
Religious_sites,pilgrimage,50,-0.38,2020-05
Religious_sites,pilgrimage,50,-0.38,2020-05
Religious_sites,pilgrimage,56,-0.38,2020-05
Religious_sites,pilgrimage,61,0.87,2020-06
Religious_sites,pilgrimage,62,0.87,2020-06
Religious_sites,pilgrimage,64,0.87,2020-06
Religious_sites,pilgrimage,51,-0.46,2020-07
Religious_sites,pilgrimage,49,-0.46,2020-07
Religious_sites,pilgrimage,54,-0.46,2020-07
Religious_sites,pilgrimage,55,-0.09,2020-08
Religious_sites,pilgrimage,57,-0.09,2020-08
Religious_sites,pilgrimage,65,-0.09,2020-08
Religious_sites,pilgrimage,58,-0.44,2020-09
Religious_sites,pilgrimage,62,-0.44,2020-09
Religious_sites,pilgrimage,55,-0.44,2020-09
Religious_sites,pilgrimage,62,0.56,2020-10
Religious_sites,pilgrimage,62,0.56,2020-10
Religious_sites,pilgrimage,65,0.56,2020-10
Religious_sites,pilgrimage,59,-0.94,2020-11
Religious_sites,pilgrimage,56,-0.94,2020-11
Religious_sites,pilgrimage,58,-0.94,2020-11
Religious_sites,pilgrimage,56,-0.91,2020-12
Religious_sites,pilgrimage,52,-0.91,2020-12
Religious_sites,pilgrimage,57,-0.91,2020-12
Religious_sites,holy,50,0.03,2020-01
Religious_sites,holy,54,0.03,2020-01
Religious_sites,holy,69,-0.51,2020-02
Religious_sites,holy,67,-0.51,2020-02
Religious_sites,holy,66,-0.49,2020-03
Religious_sites,holy,64,-0.49,2020-03
Religious_sites,holy,62,-0.31,2020-04
Religious_sites,holy,52,-0.31,2020-04
Religious_sites,holy,51,0.33,2020-05
Religious_sites,holy,45,0.33,2020-05
Religious_sites,holy,66,0.63,2020-06
Religious_sites,holy,66,0.63,2020-06
Religious_sites,holy,56,0.88,2020-07
Religious_sites,holy,51,0.88,2020-07
Religious_sites,holy,56,0.13,2020-08
Religious_sites,holy,54,0.13,2020-08
Religious_sites,holy,49,0.65,2020-09
Religious_sites,holy,51,0.65,2020-09
Religious_sites,holy,57,1.0,2020-10
Religious_sites,holy,56,1.0,2020-10
Religious_sites,holy,58,0.79,2020-11
Religious_sites,holy,58,0.79,2020-11
Religious_sites,holy,46,0.58,2020-12
Religious_sites,holy,49,0.58,2020-12
Religious_sites,temple,47,0.17,2020-01
Religious_sites,temple,46,0.17,2020-01
Religious_sites,temple,43,-0.76,2020-02
Religious_sites,temple,49,-0.76,2020-02
Religious_sites,temple,62,0.27,2020-03
Religious_sites,temple,60,0.27,2020-03
Religious_sites,temple,48,0.08,2020-04
Religious_sites,temple,53,0.08,2020-04
Religious_sites,temple,63,-0.84,2020-05
Religious_sites,temple,67,-0.84,2020-05
Religious_sites,temple,50,-0.95,2020-06
Religious_sites,temple,47,-0.95,2020-06
Religious_sites,temple,49,-0.79,2020-07
Religious_sites,temple,42,-0.79,2020-07
Religious_sites,temple,56,0.27,2020-08
Religious_sites,temple,52,0.27,2020-08
Religious_sites,temple,49,-0.14,2020-09
Religious_sites,temple,53,-0.14,2020-09
Religious_sites,temple,59,-0.01,2020-10
Religious_sites,temple,53,-0.01,2020-10
Religious_sites,temple,49,-0.56,2020-11
Religious_sites,temple,46,-0.56,2020-11
Religious_sites,temple,60,-0.75,2020-12
Religious_sites,temple,64,-0.75,2020-12
Religious_sites,sanctuary,48,-0.73,2020-01
Religious_sites,sanctuary,52,-0.73,2020-01
Religious_sites,sanctuary,64,-0.45,2020-02
Religious_sites,sanctuary,58,-0.45,2020-02
Religious_sites,sanctuary,62,-0.95,2020-03
Religious_sites,sanctuary,60,-0.95,2020-03
Religious_sites,sanctuary,43,-0.45,2020-04
Religious_sites,sanctuary,49,-0.45,2020-04
Religious_sites,sanctuary,49,-0.97,2020-05
Religious_sites,sanctuary,50,-0.97,2020-05
Religious_sites,sanctuary,52,0.57,2020-06
Religious_sites,sanctuary,48,0.57,2020-06
Religious_sites,sanctuary,48,0.61,2020-07
Religious_sites,sanctuary,54,0.61,2020-07
Religious_sites,sanctuary,46,0.97,2020-08
Religious_sites,sanctuary,44,0.97,2020-08
Religious_sites,sanctuary,52,-0.66,2020-09
Religious_sites,sanctuary,44,-0.66,2020-09
Religious_sites,sanctuary,46,-0.32,2020-10
Religious_sites,sanctuary,48,-0.32,2020-10
Religious_sites,sanctuary,60,0.5,2020-11
Religious_sites,sanctuary,54,0.5,2020-11
Religious_sites,sanctuary,55,0.65,2020-12
Religious_sites,sanctuary,56,0.65,2020-12
Religious_sites,ritual,47,0.51,2020-01
Religious_sites,ritual,43,0.51,2020-01
Religious_sites,ritual,47,-0.66,2020-02
Religious_sites,ritual,56,-0.66,2020-02
Religious_sites,ritual,63,-0.34,2020-03
Religious_sites,ritual,57,-0.34,2020-03
Religious_sites,ritual,60,0.81,2020-04
Religious_sites,ritual,53,0.81,2020-04
Religious_sites,ritual,44,-0.32,2020-05
Religious_sites,ritual,41,-0.32,2020-05
Religious_sites,ritual,50,0.26,2020-06
Religious_sites,ritual,49,0.26,2020-06
Religious_sites,ritual,63,-0.83,2020-07
Religious_sites,ritual,63,-0.83,2020-07
Religious_sites,ritual,43,-0.45,2020-08
Religious_sites,ritual,37,-0.45,2020-08
Religious_sites,ritual,48,0.45,2020-09
Religious_sites,ritual,50,0.45,2020-09
Religious_sites,ritual,53,0.23,2020-10
Religious_sites,ritual,49,0.23,2020-10
Religious_sites,ritual,56,0.89,2020-11
Religious_sites,ritual,59,0.89,2020-11
Religious_sites,ritual,53,-0.47,2020-12
Religious_sites,ritual,54,-0.47,2020-12
Religious_sites,divine,40,0.65,2020-01
Religious_sites,divine,37,0.65,2020-01
Religious_sites,divine,48,-0.44,2020-02
Religious_sites,divine,48,-0.44,2020-02
Religious_sites,divine,56,-0.65,2020-03
Religious_sites,divine,48,-0.65,2020-03
Religious_sites,divine,58,0.77,2020-04
Religious_sites,divine,55,0.77,2020-04
Religious_sites,divine,53,0.4,2020-05
Religious_sites,divine,54,0.4,2020-05
Religious_sites,divine,46,-0.87,2020-06
Religious_sites,divine,44,-0.87,2020-06
Religious_sites,divine,53,-0.98,2020-07
Religious_sites,divine,53,-0.98,2020-07
Religious_sites,divine,57,0.03,2020-08
Religious_sites,divine,52,0.03,2020-08
Religious_sites,divine,38,0.48,2020-09
Religious_sites,divine,48,0.48,2020-09
Religious_sites,divine,46,0.09,2020-10
Religious_sites,divine,42,0.09,2020-10
Religious_sites,divine,62,-0.57,2020-11
Religious_sites,divine,54,-0.57,2020-11
Religious_sites,divine,55,0.2,2020-12
Religious_sites,divine,58,0.2,2020-12
Religious_sites,meditation,38,-0.21,2020-01
Religious_sites,meditation,41,-0.21,2020-01
Religious_sites,meditation,46,0.12,2020-02
Religious_sites,meditation,50,0.12,2020-02
Religious_sites,meditation,42,0.24,2020-03
Religious_sites,meditation,40,0.24,2020-03
Religious_sites,meditation,32,-0.98,2020-04
Religious_sites,meditation,41,-0.98,2020-04
Religious_sites,meditation,38,-0.74,2020-05
Religious_sites,meditation,42,-0.74,2020-05
Religious_sites,meditation,38,0.74,2020-06
Religious_sites,meditation,39,0.74,2020-06
Religious_sites,meditation,40,0.21,2020-07
Religious_sites,meditation,49,0.21,2020-07
Religious_sites,meditation,48,-0.15,2020-08
Religious_sites,meditation,48,-0.15,2020-08
Religious_sites,meditation,33,-0.91,2020-09
Religious_sites,meditation,35,-0.91,2020-09
Religious_sites,meditation,52,0.38,2020-10
Religious_sites,meditation,59,0.38,2020-10
Religious_sites,meditation,37,0.62,2020-11
Religious_sites,meditation,34,0.62,2020-11
Religious_sites,meditation,41,0.64,2020-12
Religious_sites,meditation,43,0.64,2020-12
Religious_sites,faith,35,-0.81,2020-01
Religious_sites,faith,38,-0.81,2020-01
Religious_sites,faith,45,0.08,2020-02
Religious_sites,faith,44,0.08,2020-02
Religious_sites,faith,57,-0.55,2020-03
Religious_sites,faith,52,-0.55,2020-03
Religious_sites,faith,37,0.9,2020-04
Religious_sites,faith,33,0.9,2020-04
Religious_sites,faith,38,0.4,2020-05
Religious_sites,faith,46,0.4,2020-05
Religious_sites,faith,34,0.57,2020-06
Religious_sites,faith,41,0.57,2020-06
Religious_sites,faith,52,-0.39,2020-07
Religious_sites,faith,54,-0.39,2020-07
Religious_sites,faith,44,-0.78,2020-08
Religious_sites,faith,39,-0.78,2020-08
Religious_sites,faith,42,-0.87,2020-09
Religious_sites,faith,38,-0.87,2020-09
Religious_sites,faith,49,-0.33,2020-10
Religious_sites,faith,45,-0.33,2020-10
Religious_sites,faith,45,0.39,2020-11
Religious_sites,faith,45,0.39,2020-11
Religious_sites,faith,52,-0.81,2020-12
Religious_sites,faith,49,-0.81,2020-12
Religious_sites,peaceful,39,-0.11,2020-01
Religious_sites,peaceful,39,-0.11,2020-01
Religious_sites,peaceful,39,-0.37,2020-02
Religious_sites,peaceful,44,-0.37,2020-02
Religious_sites,peaceful,47,0.9,2020-03
Religious_sites,peaceful,37,0.9,2020-03
Religious_sites,peaceful,49,0.58,2020-04
Religious_sites,peaceful,43,0.58,2020-04
Religious_sites,peaceful,37,-0.87,2020-05
Religious_sites,peaceful,34,-0.87,2020-05
Religious_sites,peaceful,50,0.14,2020-06
Religious_sites,peaceful,50,0.14,2020-06
Religious_sites,peaceful,30,0.06,2020-07
Religious_sites,peaceful,32,0.06,2020-07
Religious_sites,peaceful,41,0.83,2020-08
Religious_sites,peaceful,39,0.83,2020-08
Religious_sites,peaceful,52,-0.19,2020-09
Religious_sites,peaceful,50,-0.19,2020-09
Religious_sites,peaceful,43,-0.59,2020-10
Religious_sites,peaceful,45,-0.59,2020-10
Religious_sites,peaceful,42,0.53,2020-11
Religious_sites,peaceful,42,0.53,2020-11
Religious_sites,peaceful,33,-0.66,2020-12
Religious_sites,peaceful,35,-0.66,2020-12
Religious_sites,blessed,41,-0.28,2020-01
Religious_sites,blessed,43,-0.74,2020-02
Religious_sites,blessed,35,0.07,2020-03
Religious_sites,blessed,45,-0.17,2020-04
Religious_sites,blessed,48,-0.32,2020-05
Religious_sites,blessed,33,-0.14,2020-06
Religious_sites,blessed,41,-0.47,2020-07
Religious_sites,blessed,30,-0.34,2020-08
Religious_sites,blessed,38,0.82,2020-09
Religious_sites,blessed,41,0.56,2020-10
Religious_sites,blessed,43,0.31,2020-11
Religious_sites,blessed,40,-0.35,2020-12
Religious_sites,devotion,42,-0.3,2020-01
Religious_sites,devotion,35,0.89,2020-02
Religious_sites,devotion,33,-0.98,2020-03
Religious_sites,devotion,32,0.95,2020-04
Religious_sites,devotion,37,0.05,2020-05
Religious_sites,devotion,45,-0.94,2020-06
Religious_sites,devotion,42,-0.77,2020-07
Religious_sites,devotion,42,-0.18,2020-08
Religious_sites,devotion,44,0.44,2020-09
Religious_sites,devotion,32,-0.47,2020-10
Religious_sites,devotion,33,0.95,2020-11
Religious_sites,devotion,40,-0.47,2020-12
Religious_sites,religious,30,-0.58,2020-01
Religious_sites,religious,28,0.47,2020-02
Religious_sites,religious,38,-0.45,2020-03
Religious_sites,religious,32,-0.6,2020-04
Religious_sites,religious,27,0.63,2020-05
Religious_sites,religious,32,0.43,2020-06
Religious_sites,religious,33,-0.17,2020-07
Religious_sites,religious,25,0.39,2020-08
Religious_sites,religious,30,0.75,2020-09
Religious_sites,religious,38,-0.85,2020-10
Religious_sites,religious,33,-0.12,2020-11
Religious_sites,religious,34,0.23,2020-12
Religious_sites,ancient,37,-0.03,2020-01
Religious_sites,ancient,30,0.97,2020-02
Religious_sites,ancient,29,0.79,2020-03
Religious_sites,ancient,20,0.6,2020-04
Religious_sites,ancient,30,0.54,2020-05
Religious_sites,ancient,44,-0.24,2020-06
Religious_sites,ancient,19,0.38,2020-07
Religious_sites,ancient,28,-0.11,2020-08
Religious_sites,ancient,42,0.29,2020-09
Religious_sites,ancient,31,-0.68,2020-10
Religious_sites,ancient,33,-0.64,2020-11
Religious_sites,ancient,27,-0.55,2020-12
Religious_sites,ceremony,33,0.71,2020-01
Religious_sites,ceremony,24,-0.11,2020-02
Religious_sites,ceremony,37,0.55,2020-03
Religious_sites,ceremony,38,-0.48,2020-04
Religious_sites,ceremony,17,0.95,2020-05
Religious_sites,ceremony,21,0.7,2020-06
Religious_sites,ceremony,25,0.44,2020-07
Religious_sites,ceremony,28,-0.46,2020-08
Religious_sites,ceremony,18,-0.35,2020-09
Religious_sites,ceremony,18,-0.51,2020-10
Religious_sites,ceremony,40,0.64,2020-11
Religious_sites,ceremony,30,-0.4,2020-12
Religious_sites,traditional,28,-0.08,2020-01
Religious_sites,traditional,20,0.74,2020-02
Religious_sites,traditional,22,0.41,2020-03
Religious_sites,traditional,33,0.4,2020-04
Religious_sites,traditional,34,0.31,2020-05
Religious_sites,traditional,30,-0.51,2020-06
Religious_sites,traditional,31,0.01,2020-07
Religious_sites,traditional,33,-0.97,2020-08
Religious_sites,traditional,26,0.55,2020-09
Religious_sites,traditional,28,0.29,2020-10
Religious_sites,traditional,20,0.79,2020-11
Religious_sites,traditional,14,-0.86,2020-12
Religious_sites,altar,37,0.14,2020-01
Religious_sites,altar,34,0.14,2020-01
Religious_sites,altar,44,0.28,2020-02
Religious_sites,altar,35,0.28,2020-02
Religious_sites,altar,31,-0.75,2020-03
Religious_sites,altar,28,-0.75,2020-03
Religious_sites,altar,34,-0.79,2020-04
Religious_sites,altar,30,-0.79,2020-04
Religious_sites,altar,33,0.91,2020-05
Religious_sites,altar,37,0.91,2020-05
Religious_sites,altar,41,0.33,2020-06
Religious_sites,altar,37,0.33,2020-06
Religious_sites,altar,38,0.64,2020-07
Religious_sites,altar,46,0.64,2020-07
Religious_sites,altar,49,-0.35,2020-08
Religious_sites,altar,49,-0.35,2020-08
Religious_sites,altar,25,0.15,2020-09
Religious_sites,altar,25,0.15,2020-09
Religious_sites,altar,37,0.44,2020-10
Religious_sites,altar,33,0.44,2020-10
Religious_sites,altar,51,-0.75,2020-11
Religious_sites,altar,45,-0.75,2020-11
Religious_sites,altar,36,-0.3,2020-12
Religious_sites,altar,40,-0.3,2020-12
Religious_sites,shrine,36,-0.99,2020-01
Religious_sites,shrine,30,-0.99,2020-01
Religious_sites,shrine,50,0.21,2020-02
Religious_sites,shrine,52,0.21,2020-02
Religious_sites,shrine,39,-0.78,2020-03
Religious_sites,shrine,41,-0.78,2020-03
Religious_sites,shrine,52,0.52,2020-04
Religious_sites,shrine,53,0.52,2020-04
Religious_sites,shrine,42,0.76,2020-05
Religious_sites,shrine,50,0.76,2020-05
Religious_sites,shrine,41,0.32,2020-06
Religious_sites,shrine,37,0.32,2020-06
Religious_sites,shrine,44,-0.45,2020-07
Religious_sites,shrine,46,-0.45,2020-07
Religious_sites,shrine,47,-0.66,2020-08
Religious_sites,shrine,48,-0.66,2020-08
Religious_sites,shrine,42,-0.41,2020-09
Religious_sites,shrine,44,-0.41,2020-09
Religious_sites,shrine,55,-0.16,2020-10
Religious_sites,shrine,54,-0.16,2020-10
Religious_sites,shrine,53,-0.19,2020-11
Religious_sites,shrine,54,-0.19,2020-11
Religious_sites,shrine,42,0.54,2020-12
Religious_sites,shrine,42,0.54,2020-12
Religious_sites,mosque,41,0.39,2020-01
Religious_sites,mosque,37,0.39,2020-01
Religious_sites,mosque,45,0.7,2020-02
Religious_sites,mosque,46,0.7,2020-02
Religious_sites,mosque,34,-0.86,2020-03
Religious_sites,mosque,30,-0.86,2020-03
Religious_sites,mosque,38,0.36,2020-04
Religious_sites,mosque,38,0.36,2020-04
Religious_sites,mosque,42,-0.89,2020-05
Religious_sites,mosque,41,-0.89,2020-05
Religious_sites,mosque,34,0.33,2020-06
Religious_sites,mosque,27,0.33,2020-06
Religious_sites,mosque,35,0.69,2020-07
Religious_sites,mosque,43,0.69,2020-07
Religious_sites,mosque,33,0.43,2020-08
Religious_sites,mosque,43,0.43,2020-08
Religious_sites,mosque,46,0.84,2020-09
Religious_sites,mosque,44,0.84,2020-09
Religious_sites,mosque,37,-0.04,2020-10
Religious_sites,mosque,29,-0.04,2020-10
Religious_sites,mosque,51,-0.78,2020-11
Religious_sites,mosque,46,-0.78,2020-11
Religious_sites,mosque,39,0.52,2020-12
Religious_sites,mosque,37,0.52,2020-12
Religious_sites,church,35,-0.26,2020-01
Religious_sites,church,40,-0.26,2020-01
Religious_sites,church,47,0.06,2020-02
Religious_sites,church,39,0.06,2020-02
Religious_sites,church,51,0.91,2020-03
Religious_sites,church,51,0.91,2020-03
Religious_sites,church,38,0.55,2020-04
Religious_sites,church,43,0.55,2020-04
Religious_sites,church,33,-0.56,2020-05
Religious_sites,church,31,-0.56,2020-05
Religious_sites,church,42,-0.08,2020-06
Religious_sites,church,45,-0.08,2020-06
Religious_sites,church,46,0.76,2020-07
Religious_sites,church,46,0.76,2020-07
Religious_sites,church,42,0.06,2020-08
Religious_sites,church,35,0.06,2020-08
Religious_sites,church,51,0.82,2020-09
Religious_sites,church,54,0.82,2020-09
Religious_sites,church,46,-0.28,2020-10
Religious_sites,church,48,-0.28,2020-10
Religious_sites,church,36,-0.42,2020-11
Religious_sites,church,42,-0.42,2020-11
Religious_sites,church,54,0.55,2020-12
Religious_sites,church,52,0.55,2020-12
Religious_sites,cathedral,37,-0.93,2020-01
Religious_sites,cathedral,40,-0.93,2020-01
