Location,Theme,Word,Frequency,Sentiment,Month
Rijksmuseum,Attractions,artifact,29,-0.84,2020-02
Rijksmuseum,Attractions,artifact,22,-0.21,2020-03
Rijksmuseum,Attractions,artifact,22,0.62,2020-04
Rijksmuseum,Attractions,artifact,20,0.44,2020-05
Rijksmuseum,Attractions,artifact,31,0.91,2020-06
Rijksmuseum,Attractions,artifact,39,-0.42,2020-07
Rijksmuseum,Attractions,artifact,28,-0.93,2020-08
Rijksmuseum,Attractions,artifact,16,0.49,2020-09
Rijksmuseum,Attractions,artifact,29,0.8,2020-10
Rijksmuseum,Attractions,artifact,28,0.89,2020-11
Rijksmuseum,Attractions,artifact,44,0.77,2020-12
Rijksmuseum,Attractions,artwork,41,0.86,2020-01
Rijksmuseum,Attractions,artwork,25,-0.64,2020-02
Rijksmuseum,Attractions,artwork,40,-0.86,2020-03
Rijksmuseum,Attractions,artwork,29,0.55,2020-04
Rijksmuseum,Attractions,artwork,30,-0.51,2020-05
Rijksmuseum,Attractions,artwork,39,-0.05,2020-06
Rijksmuseum,Attractions,artwork,27,0.12,2020-07
Rijksmuseum,Attractions,artwork,29,0.44,2020-08
Rijksmuseum,Attractions,artwork,21,0.1,2020-09
Rijksmuseum,Attractions,artwork,17,0.11,2020-10
Rijksmuseum,Attractions,artwork,26,0.49,2020-11
Rijksmuseum,Attractions,artwork,22,0.11,2020-12
Rijksmuseum,Attractions,monument,30,-0.16,2020-01
Rijksmuseum,Attractions,monument,22,0.03,2020-02
Rijksmuseum,Attractions,monument,29,0.64,2020-03
Rijksmuseum,Attractions,monument,24,-0.44,2020-04
Rijksmuseum,Attractions,monument,33,0.99,2020-05
Rijksmuseum,Attractions,monument,15,0.69,2020-06
Rijksmuseum,Attractions,monument,21,0.78,2020-07
Rijksmuseum,Attractions,monument,20,0.49,2020-08
Rijksmuseum,Attractions,monument,32,0.04,2020-09
Rijksmuseum,Attractions,monument,30,0.14,2020-10
Rijksmuseum,Attractions,monument,21,0.41,2020-11
Rijksmuseum,Attractions,monument,23,0.8,2020-12
Rijksmuseum,Attractions,statue,22,-0.97,2020-01
Rijksmuseum,Attractions,statue,20,-0.89,2020-02
Rijksmuseum,Attractions,statue,18,0.9,2020-03
Rijksmuseum,Attractions,statue,19,0.6,2020-04
Rijksmuseum,Attractions,statue,32,-0.5,2020-05
Rijksmuseum,Attractions,statue,36,-0.44,2020-06
Rijksmuseum,Attractions,statue,24,0.82,2020-07
Rijksmuseum,Attractions,statue,24,-0.08,2020-08
Rijksmuseum,Attractions,statue,17,0.51,2020-09
Rijksmuseum,Attractions,statue,17,-0.89,2020-10
Rijksmuseum,Attractions,statue,29,-0.19,2020-11
Rijksmuseum,Attractions,statue,21,-0.82,2020-12
Rijksmuseum,Attractions,fountain,25,-0.8,2020-01
Rijksmuseum,Attractions,fountain,13,-0.75,2020-02
Rijksmuseum,Attractions,fountain,14,-0.23,2020-03
Rijksmuseum,Attractions,fountain,16,-0.5,2020-04
Rijksmuseum,Attractions,fountain,20,-0.75,2020-05
Rijksmuseum,Attractions,fountain,28,-0.24,2020-06
Rijksmuseum,Attractions,fountain,29,-0.76,2020-07
Rijksmuseum,Attractions,fountain,24,0.29,2020-08
Rijksmuseum,Attractions,fountain,30,-0.72,2020-09
Rijksmuseum,Attractions,fountain,17,-0.8,2020-10
Rijksmuseum,Attractions,fountain,20,-0.56,2020-11
Rijksmuseum,Attractions,fountain,13,0.9,2020-12
Rijksmuseum,Attractions,architecture,13,0.63,2020-01
Rijksmuseum,Attractions,architecture,20,-0.97,2020-02
Rijksmuseum,Attractions,architecture,22,-0.99,2020-03
Rijksmuseum,Attractions,architecture,19,0.95,2020-04
Rijksmuseum,Attractions,architecture,12,-0.85,2020-05
Rijksmuseum,Attractions,architecture,21,0.69,2020-06
Rijksmuseum,Attractions,architecture,26,-0.15,2020-07
Rijksmuseum,Attractions,architecture,17,-0.15,2020-08
Rijksmuseum,Attractions,architecture,12,0.47,2020-09
Rijksmuseum,Attractions,architecture,16,0.49,2020-10
Rijksmuseum,Attractions,architecture,6,-0.02,2020-11
Rijksmuseum,Attractions,architecture,13,-0.64,2020-12
Rijksmuseum,Attractions,design,11,0.96,2020-01
Rijksmuseum,Attractions,design,1,-0.98,2020-02
Rijksmuseum,Attractions,design,12,-0.42,2020-03
Rijksmuseum,Attractions,design,8,0.78,2020-04
Rijksmuseum,Attractions,design,13,-0.83,2020-05
Rijksmuseum,Attractions,design,22,0.79,2020-06
Rijksmuseum,Attractions,design,21,0.04,2020-07
Rijksmuseum,Attractions,design,14,0.16,2020-08
Rijksmuseum,Attractions,design,12,-0.05,2020-09
Rijksmuseum,Attractions,design,15,-0.91,2020-10
Rijksmuseum,Attractions,design,18,0.34,2020-11
Rijksmuseum,Attractions,design,17,0.96,2020-12
Rijksmuseum,Attractions,structure,4,-0.7,2020-01
Rijksmuseum,Attractions,structure,12,0.65,2020-02
Rijksmuseum,Attractions,structure,10,-0.88,2020-03
Rijksmuseum,Attractions,structure,9,-0.3,2020-04
Rijksmuseum,Attractions,structure,16,-0.86,2020-05
Rijksmuseum,Attractions,structure,26,-0.81,2020-06
Rijksmuseum,Attractions,structure,22,-0.89,2020-07
Rijksmuseum,Attractions,structure,16,0.55,2020-08
Rijksmuseum,Attractions,structure,5,0.09,2020-09
Rijksmuseum,Attractions,structure,27,-0.11,2020-10
Rijksmuseum,Attractions,structure,5,0.99,2020-11
Rijksmuseum,Attractions,structure,9,0.94,2020-12
Rijksmuseum,Attractions,feature,3,-0.79,2020-01
Rijksmuseum,Attractions,feature,15,0.69,2020-02
Rijksmuseum,Attractions,feature,5,-0.69,2020-04
Rijksmuseum,Attractions,feature,21,0.2,2020-05
Rijksmuseum,Attractions,feature,16,0.77,2020-06
Rijksmuseum,Attractions,feature,15,-0.45,2020-07
Rijksmuseum,Attractions,feature,12,-0.45,2020-08
Rijksmuseum,Attractions,feature,11,-0.69,2020-09
Rijksmuseum,Attractions,feature,3,-0.92,2020-10
Rijksmuseum,Attractions,feature,20,-0.72,2020-11
Rijksmuseum,Attractions,feature,14,-0.6,2020-12
Rijksmuseum,Attractions,highlight,10,-0.48,2020-01
Rijksmuseum,Attractions,highlight,9,-0.56,2020-02
Rijksmuseum,Attractions,highlight,13,0.31,2020-03
Rijksmuseum,Attractions,highlight,18,-0.6,2020-04
Rijksmuseum,Attractions,highlight,12,-0.3,2020-05
Rijksmuseum,Attractions,highlight,8,-0.47,2020-06
Rijksmuseum,Attractions,highlight,4,-0.66,2020-07
Rijksmuseum,Attractions,highlight,5,-0.35,2020-08
Rijksmuseum,Attractions,highlight,10,-0.11,2020-09
Rijksmuseum,Attractions,highlight,1,-0.58,2020-10
Rijksmuseum,Attractions,highlight,2,0.95,2020-12
Rijksmuseum,Attractions,masterpiece,46,0.82,2020-01
Rijksmuseum,Attractions,masterpiece,41,0.82,2020-01
Rijksmuseum,Attractions,masterpiece,43,0.2,2020-02
Rijksmuseum,Attractions,masterpiece,48,0.2,2020-02
Rijksmuseum,Attractions,masterpiece,39,0.15,2020-03
Rijksmuseum,Attractions,masterpiece,33,0.15,2020-03
Rijksmuseum,Attractions,masterpiece,40,0.13,2020-04
Rijksmuseum,Attractions,masterpiece,40,0.13,2020-04
Rijksmuseum,Attractions,masterpiece,38,-0.77,2020-05
Rijksmuseum,Attractions,masterpiece,41,-0.77,2020-05
Rijksmuseum,Attractions,masterpiece,48,0.82,2020-06
Rijksmuseum,Attractions,masterpiece,50,0.82,2020-06
Rijksmuseum,Attractions,masterpiece,44,-0.27,2020-07
Rijksmuseum,Attractions,masterpiece,39,-0.27,2020-07
Rijksmuseum,Attractions,masterpiece,40,-0.83,2020-08
Rijksmuseum,Attractions,masterpiece,49,-0.83,2020-08
Rijksmuseum,Attractions,masterpiece,39,-0.44,2020-09
Rijksmuseum,Attractions,masterpiece,38,-0.44,2020-09
Rijksmuseum,Attractions,masterpiece,53,-0.05,2020-10
Rijksmuseum,Attractions,masterpiece,50,-0.05,2020-10
Rijksmuseum,Attractions,masterpiece,48,0.31,2020-11
Rijksmuseum,Attractions,masterpiece,52,0.31,2020-11
Rijksmuseum,Attractions,masterpiece,35,0.73,2020-12
Rijksmuseum,Attractions,masterpiece,39,0.73,2020-12
Rijksmuseum,Attractions,treasure,48,-0.88,2020-01
Rijksmuseum,Attractions,treasure,46,-0.88,2020-01
Rijksmuseum,Attractions,treasure,42,-0.07,2020-02
Rijksmuseum,Attractions,treasure,46,-0.07,2020-02
Rijksmuseum,Attractions,treasure,52,0.36,2020-03
Rijksmuseum,Attractions,treasure,45,0.36,2020-03
Rijksmuseum,Attractions,treasure,48,-0.21,2020-04
Rijksmuseum,Attractions,treasure,41,-0.21,2020-04
Rijksmuseum,Attractions,treasure,50,0.56,2020-05
Rijksmuseum,Attractions,treasure,49,0.56,2020-05
Rijksmuseum,Attractions,treasure,48,-0.14,2020-06
Rijksmuseum,Attractions,treasure,53,-0.14,2020-06
Rijksmuseum,Attractions,treasure,49,0.42,2020-07
Rijksmuseum,Attractions,treasure,47,0.42,2020-07
Rijksmuseum,Attractions,treasure,46,0.48,2020-08
Rijksmuseum,Attractions,treasure,52,0.48,2020-08
Rijksmuseum,Attractions,treasure,50,0.6,2020-09
Rijksmuseum,Attractions,treasure,54,0.6,2020-09
Rijksmuseum,Attractions,treasure,42,0.99,2020-10
Rijksmuseum,Attractions,treasure,37,0.99,2020-10
Rijksmuseum,Attractions,treasure,40,0.79,2020-11
Rijksmuseum,Attractions,treasure,43,0.79,2020-11
Rijksmuseum,Attractions,treasure,33,-0.82,2020-12
Rijksmuseum,Attractions,treasure,36,-0.82,2020-12
Rijksmuseum,Attractions,exhibition,40,-0.86,2020-01
Rijksmuseum,Attractions,exhibition,41,-0.86,2020-01
Rijksmuseum,Attractions,exhibition,31,0.7,2020-02
Rijksmuseum,Attractions,exhibition,31,0.7,2020-02
Rijksmuseum,Attractions,exhibition,35,0.62,2020-03
Rijksmuseum,Attractions,exhibition,32,0.62,2020-03
Rijksmuseum,Attractions,exhibition,42,-0.14,2020-04
Rijksmuseum,Attractions,exhibition,50,-0.14,2020-04
Rijksmuseum,Attractions,exhibition,48,-0.39,2020-05
Rijksmuseum,Attractions,exhibition,41,-0.39,2020-05
Rijksmuseum,Attractions,exhibition,28,0.98,2020-06
Rijksmuseum,Attractions,exhibition,28,0.98,2020-06
Rijksmuseum,Attractions,exhibition,38,-0.89,2020-07
Rijksmuseum,Attractions,exhibition,37,-0.89,2020-07
Rijksmuseum,Attractions,exhibition,46,0.52,2020-08
Rijksmuseum,Attractions,exhibition,45,0.52,2020-08
Rijksmuseum,Attractions,exhibition,53,-0.65,2020-09
Rijksmuseum,Attractions,exhibition,46,-0.65,2020-09
Rijksmuseum,Attractions,exhibition,48,0.34,2020-10
Rijksmuseum,Attractions,exhibition,51,0.34,2020-10
Rijksmuseum,Attractions,exhibition,36,0.54,2020-11
Rijksmuseum,Attractions,exhibition,33,0.54,2020-11
Rijksmuseum,Attractions,exhibition,47,0.32,2020-12
Rijksmuseum,Attractions,exhibition,48,0.32,2020-12
Rijksmuseum,Attractions,showcase,47,0.21,2020-01
Rijksmuseum,Attractions,showcase,46,-0.38,2020-02
Rijksmuseum,Attractions,showcase,34,0.16,2020-03
Rijksmuseum,Attractions,showcase,29,0.08,2020-04
Rijksmuseum,Attractions,showcase,29,0.49,2020-05
Rijksmuseum,Attractions,showcase,26,0.25,2020-06
Rijksmuseum,Attractions,showcase,44,0.7,2020-07
Rijksmuseum,Attractions,showcase,48,0.06,2020-08
Rijksmuseum,Attractions,showcase,35,0.88,2020-09
Rijksmuseum,Attractions,showcase,49,0.21,2020-10
Rijksmuseum,Attractions,showcase,25,0.38,2020-11
Rijksmuseum,Attractions,showcase,42,0.42,2020-12
Rijksmuseum,Attractions,permanent,43,0.53,2020-01
Rijksmuseum,Attractions,permanent,44,0.92,2020-02
Rijksmuseum,Attractions,permanent,23,-0.21,2020-03
Rijksmuseum,Attractions,permanent,43,0.87,2020-04
Rijksmuseum,Attractions,permanent,33,-0.22,2020-05
Rijksmuseum,Attractions,permanent,23,0.94,2020-06
Rijksmuseum,Attractions,permanent,25,-0.88,2020-07
Rijksmuseum,Attractions,permanent,41,-0.68,2020-08
Rijksmuseum,Attractions,permanent,38,-0.59,2020-09
Rijksmuseum,Attractions,permanent,28,-0.27,2020-10
Rijksmuseum,Attractions,permanent,32,0.47,2020-11
Rijksmuseum,Attractions,permanent,32,0.77,2020-12
Rijksmuseum,Attractions,temporary,45,0.71,2020-01
Rijksmuseum,Attractions,temporary,23,0.24,2020-02
Rijksmuseum,Attractions,temporary,24,0.66,2020-03
Rijksmuseum,Attractions,temporary,30,0.74,2020-04
Rijksmuseum,Attractions,temporary,29,0.63,2020-05
Rijksmuseum,Attractions,temporary,32,-0.01,2020-06
Rijksmuseum,Attractions,temporary,42,-0.54,2020-07
Rijksmuseum,Attractions,temporary,38,0.56,2020-08
Rijksmuseum,Attractions,temporary,24,-0.37,2020-09
Rijksmuseum,Attractions,temporary,43,0.91,2020-10
Rijksmuseum,Attractions,temporary,40,0.09,2020-11
Rijksmuseum,Attractions,temporary,41,-0.92,2020-12
Rijksmuseum,Attractions,interactive,22,-0.7,2020-01
Rijksmuseum,Attractions,interactive,38,0.79,2020-02
Rijksmuseum,Attractions,interactive,33,-0.91,2020-03
Rijksmuseum,Attractions,interactive,27,-0.64,2020-04
Rijksmuseum,Attractions,interactive,34,0.19,2020-05
Rijksmuseum,Attractions,interactive,38,0.26,2020-06
Rijksmuseum,Attractions,interactive,30,-0.03,2020-07
Rijksmuseum,Attractions,interactive,35,-0.61,2020-08
Rijksmuseum,Attractions,interactive,37,-0.79,2020-09
Rijksmuseum,Attractions,interactive,19,-0.41,2020-10
Rijksmuseum,Attractions,interactive,27,0.09,2020-11
Rijksmuseum,Attractions,interactive,22,0.56,2020-12
Rijksmuseum,Attractions,educational,22,-0.22,2020-01
Rijksmuseum,Attractions,educational,16,0.45,2020-02
Rijksmuseum,Attractions,educational,17,-0.14,2020-03
Rijksmuseum,Attractions,educational,39,-0.0,2020-04
Rijksmuseum,Attractions,educational,33,0.03,2020-05
Rijksmuseum,Attractions,educational,36,0.44,2020-06
Rijksmuseum,Attractions,educational,25,-0.57,2020-07
Rijksmuseum,Attractions,educational,38,-0.54,2020-08
Rijksmuseum,Attractions,educational,40,0.31,2020-09
Rijksmuseum,Attractions,educational,31,0.2,2020-10
Rijksmuseum,Attractions,educational,20,0.02,2020-11
Rijksmuseum,Attractions,educational,15,0.24,2020-12
Rijksmuseum,Attractions,cultural,17,0.2,2020-01
Rijksmuseum,Attractions,cultural,22,0.88,2020-02
Rijksmuseum,Attractions,cultural,26,0.08,2020-03
Rijksmuseum,Attractions,cultural,18,0.92,2020-04
Rijksmuseum,Attractions,cultural,25,0.04,2020-05
Rijksmuseum,Attractions,cultural,30,-0.02,2020-06
Rijksmuseum,Attractions,cultural,21,-0.64,2020-07
Rijksmuseum,Attractions,cultural,14,0.53,2020-08
Rijksmuseum,Attractions,cultural,29,-0.97,2020-09
Rijksmuseum,Attractions,cultural,21,0.13,2020-10
Rijksmuseum,Attractions,cultural,35,0.62,2020-11
Rijksmuseum,Attractions,cultural,22,-0.7,2020-12
Rijksmuseum,Attractions,historical,18,-0.97,2020-01
Rijksmuseum,Attractions,historical,30,0.68,2020-02
Rijksmuseum,Attractions,historical,16,-0.66,2020-03
Rijksmuseum,Attractions,historical,24,0.51,2020-04
Rijksmuseum,Attractions,historical,36,-0.26,2020-05
Rijksmuseum,Attractions,historical,15,-0.71,2020-06
Rijksmuseum,Attractions,historical,22,0.64,2020-07
Rijksmuseum,Attractions,historical,29,-0.84,2020-08
Rijksmuseum,Attractions,historical,34,0.48,2020-09
Rijksmuseum,Attractions,historical,24,0.27,2020-10
Rijksmuseum,Attractions,historical,15,-0.7,2020-11
Rijksmuseum,Attractions,historical,26,0.09,2020-12
Rijksmuseum,Attractions,significant,22,-0.09,2020-01
Rijksmuseum,Attractions,significant,28,0.66,2020-02
Rijksmuseum,Attractions,significant,21,0.51,2020-03
Rijksmuseum,Attractions,significant,25,-0.44,2020-04
Rijksmuseum,Attractions,significant,19,0.54,2020-05
Rijksmuseum,Attractions,significant,30,-0.17,2020-06
Rijksmuseum,Attractions,significant,17,-0.09,2020-07
Rijksmuseum,Attractions,significant,19,0.62,2020-08
Rijksmuseum,Attractions,significant,13,-0.5,2020-09
Rijksmuseum,Attractions,significant,30,-0.23,2020-10
Rijksmuseum,Attractions,significant,22,0.46,2020-11
Rijksmuseum,Attractions,significant,25,-0.32,2020-12
Rijksmuseum,Attractions,remarkable,8,-0.65,2020-01
Rijksmuseum,Attractions,remarkable,18,0.13,2020-02
Rijksmuseum,Attractions,remarkable,17,-0.3,2020-03
Rijksmuseum,Attractions,remarkable,18,-0.17,2020-04
Rijksmuseum,Attractions,remarkable,11,-0.09,2020-05
Rijksmuseum,Attractions,remarkable,18,0.36,2020-06
Rijksmuseum,Attractions,remarkable,19,0.27,2020-07
Rijksmuseum,Attractions,remarkable,19,0.75,2020-08
Rijksmuseum,Attractions,remarkable,12,-0.22,2020-09
Rijksmuseum,Attractions,remarkable,33,0.09,2020-10
Rijksmuseum,Attractions,remarkable,6,-0.42,2020-11
Rijksmuseum,Attractions,remarkable,14,-0.51,2020-12
Rijksmuseum,Attractions,impressive,12,-0.71,2020-01
Rijksmuseum,Attractions,impressive,20,-0.24,2020-02
Rijksmuseum,Attractions,impressive,19,0.13,2020-03
Rijksmuseum,Attractions,impressive,24,-0.73,2020-04
Rijksmuseum,Attractions,impressive,5,0.91,2020-05
Rijksmuseum,Attractions,impressive,13,-0.9,2020-06
Rijksmuseum,Attractions,impressive,19,0.08,2020-07
Rijksmuseum,Attractions,impressive,8,0.93,2020-08
Rijksmuseum,Attractions,impressive,17,0.03,2020-09
Rijksmuseum,Attractions,impressive,17,-0.7,2020-10
Rijksmuseum,Attractions,impressive,9,0.94,2020-11
Rijksmuseum,Attractions,impressive,9,-0.46,2020-12
Rijksmuseum,Attractions,renowned,6,-0.66,2020-01
Rijksmuseum,Attractions,renowned,15,0.77,2020-02
Rijksmuseum,Attractions,renowned,5,-0.04,2020-04
Rijksmuseum,Attractions,renowned,12,-0.25,2020-05
Rijksmuseum,Attractions,renowned,10,-0.3,2020-06
Rijksmuseum,Attractions,renowned,12,-0.16,2020-07
Rijksmuseum,Attractions,renowned,16,-0.86,2020-08
Rijksmuseum,Attractions,renowned,16,0.29,2020-09
Rijksmuseum,Attractions,renowned,9,0.36,2020-10
Rijksmuseum,Attractions,renowned,24,0.75,2020-12
Rijksmuseum,Attractions,prominent,18,-0.7,2020-01
Rijksmuseum,Attractions,prominent,15,-0.19,2020-02
Rijksmuseum,Attractions,prominent,4,-0.86,2020-03
Rijksmuseum,Attractions,prominent,24,0.15,2020-04
Rijksmuseum,Attractions,prominent,9,0.52,2020-05
Rijksmuseum,Attractions,prominent,6,-0.3,2020-07
Rijksmuseum,Attractions,prominent,8,-0.61,2020-08
Rijksmuseum,Attractions,prominent,10,-0.99,2020-09
Rijksmuseum,Attractions,prominent,21,-0.55,2020-10
Rijksmuseum,Attractions,prominent,8,-0.34,2020-11
Rijksmuseum,Attractions,prominent,2,0.52,2020-12
Metropolitan Museum,Foods,delicious,53,-0.97,2020-01
Metropolitan Museum,Foods,delicious,49,-0.97,2020-01
Metropolitan Museum,Foods,delicious,52,-0.97,2020-01
Metropolitan Museum,Foods,delicious,59,0.91,2020-02
Metropolitan Museum,Foods,delicious,63,0.91,2020-02
Metropolitan Museum,Foods,delicious,59,0.91,2020-02
Metropolitan Museum,Foods,delicious,49,0.11,2020-03
Metropolitan Museum,Foods,delicious,53,0.11,2020-03
Metropolitan Museum,Foods,delicious,57,0.11,2020-03
Metropolitan Museum,Foods,delicious,66,-0.3,2020-04
Metropolitan Museum,Foods,delicious,69,-0.3,2020-04
Metropolitan Museum,Foods,delicious,68,-0.3,2020-04
Metropolitan Museum,Foods,delicious,60,0.7,2020-05
Metropolitan Museum,Foods,delicious,59,0.7,2020-05
Metropolitan Museum,Foods,delicious,62,0.7,2020-05
Metropolitan Museum,Foods,delicious,67,0.07,2020-06
Metropolitan Museum,Foods,delicious,66,0.07,2020-06
Metropolitan Museum,Foods,delicious,66,0.07,2020-06
Metropolitan Museum,Foods,delicious,52,0.66,2020-07
Metropolitan Museum,Foods,delicious,59,0.66,2020-07
Metropolitan Museum,Foods,delicious,55,0.66,2020-07
Metropolitan Museum,Foods,delicious,66,0.01,2020-08
Metropolitan Museum,Foods,delicious,64,0.01,2020-08
Metropolitan Museum,Foods,delicious,65,0.01,2020-08
Metropolitan Museum,Foods,delicious,68,-0.19,2020-09
Metropolitan Museum,Foods,delicious,72,-0.19,2020-09
Metropolitan Museum,Foods,delicious,63,-0.19,2020-09
Metropolitan Museum,Foods,delicious,55,-0.3,2020-10
Metropolitan Museum,Foods,delicious,58,-0.3,2020-10
Metropolitan Museum,Foods,delicious,49,-0.3,2020-10
Metropolitan Museum,Foods,delicious,59,0.67,2020-11
Metropolitan Museum,Foods,delicious,54,0.67,2020-11
Metropolitan Museum,Foods,delicious,58,0.67,2020-11
Metropolitan Museum,Foods,delicious,69,0.61,2020-12
Metropolitan Museum,Foods,delicious,66,0.61,2020-12
Metropolitan Museum,Foods,delicious,73,0.61,2020-12
Metropolitan Museum,Foods,cuisine,60,-0.76,2020-01
Metropolitan Museum,Foods,cuisine,66,-0.76,2020-01
Metropolitan Museum,Foods,cuisine,54,0.93,2020-02
Metropolitan Museum,Foods,cuisine,53,0.93,2020-02
Metropolitan Museum,Foods,cuisine,63,0.94,2020-03
Metropolitan Museum,Foods,cuisine,64,0.94,2020-03
Metropolitan Museum,Foods,cuisine,57,-0.95,2020-04
Metropolitan Museum,Foods,cuisine,57,-0.95,2020-04
Metropolitan Museum,Foods,cuisine,52,0.31,2020-05
Metropolitan Museum,Foods,cuisine,48,0.31,2020-05
Metropolitan Museum,Foods,cuisine,48,-0.96,2020-06
Metropolitan Museum,Foods,cuisine,49,-0.96,2020-06
Metropolitan Museum,Foods,cuisine,70,-0.85,2020-07
Metropolitan Museum,Foods,cuisine,65,-0.85,2020-07
Metropolitan Museum,Foods,cuisine,57,0.05,2020-08
Metropolitan Museum,Foods,cuisine,61,0.05,2020-08
Metropolitan Museum,Foods,cuisine,45,0.93,2020-09
Metropolitan Museum,Foods,cuisine,45,0.93,2020-09
Metropolitan Museum,Foods,cuisine,45,0.06,2020-10
Metropolitan Museum,Foods,cuisine,48,0.06,2020-10
Metropolitan Museum,Foods,cuisine,52,-0.92,2020-11
Metropolitan Museum,Foods,cuisine,51,-0.92,2020-11
Metropolitan Museum,Foods,cuisine,55,-0.16,2020-12
Metropolitan Museum,Foods,cuisine,62,-0.16,2020-12
Metropolitan Museum,Foods,restaurant,55,-0.83,2020-01
Metropolitan Museum,Foods,restaurant,59,-0.83,2020-01
Metropolitan Museum,Foods,restaurant,45,0.05,2020-02
Metropolitan Museum,Foods,restaurant,47,0.05,2020-02
Metropolitan Museum,Foods,restaurant,39,-0.86,2020-03
Metropolitan Museum,Foods,restaurant,44,-0.86,2020-03
Metropolitan Museum,Foods,restaurant,38,-0.93,2020-04
Metropolitan Museum,Foods,restaurant,46,-0.93,2020-04
Metropolitan Museum,Foods,restaurant,48,0.35,2020-05
Metropolitan Museum,Foods,restaurant,54,0.35,2020-05
Metropolitan Museum,Foods,restaurant,44,0.66,2020-06
Metropolitan Museum,Foods,restaurant,47,0.66,2020-06
Metropolitan Museum,Foods,restaurant,49,0.16,2020-07
Metropolitan Museum,Foods,restaurant,51,0.16,2020-07
Metropolitan Museum,Foods,restaurant,47,-0.2,2020-08
Metropolitan Museum,Foods,restaurant,55,-0.2,2020-08
Metropolitan Museum,Foods,restaurant,45,0.66,2020-09
Metropolitan Museum,Foods,restaurant,51,0.66,2020-09
Metropolitan Museum,Foods,restaurant,39,0.36,2020-10
Metropolitan Museum,Foods,restaurant,47,0.36,2020-10
Metropolitan Museum,Foods,restaurant,58,0.38,2020-11
Metropolitan Museum,Foods,restaurant,57,0.38,2020-11
Metropolitan Museum,Foods,restaurant,54,-0.18,2020-12
Metropolitan Museum,Foods,restaurant,48,-0.18,2020-12
Metropolitan Museum,Foods,cafe,44,0.27,2020-01
Metropolitan Museum,Foods,cafe,45,0.27,2020-01
Metropolitan Museum,Foods,cafe,51,-0.66,2020-02
Metropolitan Museum,Foods,cafe,54,-0.66,2020-02
Metropolitan Museum,Foods,cafe,39,0.61,2020-03
Metropolitan Museum,Foods,cafe,40,0.61,2020-03
Metropolitan Museum,Foods,cafe,41,-0.78,2020-04
Metropolitan Museum,Foods,cafe,39,-0.78,2020-04
Metropolitan Museum,Foods,cafe,57,0.08,2020-05
Metropolitan Museum,Foods,cafe,51,0.08,2020-05
Metropolitan Museum,Foods,cafe,54,0.39,2020-06
Metropolitan Museum,Foods,cafe,62,0.39,2020-06
Metropolitan Museum,Foods,cafe,48,-0.78,2020-07
Metropolitan Museum,Foods,cafe,52,-0.78,2020-07
Metropolitan Museum,Foods,cafe,40,0.39,2020-08
Metropolitan Museum,Foods,cafe,50,0.39,2020-08
Metropolitan Museum,Foods,cafe,49,0.28,2020-09
Metropolitan Museum,Foods,cafe,44,0.28,2020-09
Metropolitan Museum,Foods,cafe,44,-0.09,2020-10
Metropolitan Museum,Foods,cafe,43,-0.09,2020-10
Metropolitan Museum,Foods,cafe,61,0.46,2020-11
Metropolitan Museum,Foods,cafe,54,0.46,2020-11
Metropolitan Museum,Foods,cafe,47,0.98,2020-12
Metropolitan Museum,Foods,cafe,43,0.98,2020-12
Metropolitan Museum,Foods,taste,38,0.89,2020-01
Metropolitan Museum,Foods,taste,42,0.89,2020-01
Metropolitan Museum,Foods,taste,48,0.21,2020-02
Metropolitan Museum,Foods,taste,48,0.21,2020-02
Metropolitan Museum,Foods,taste,46,0.95,2020-03
Metropolitan Museum,Foods,taste,44,0.95,2020-03
Metropolitan Museum,Foods,taste,52,-0.6,2020-04
Metropolitan Museum,Foods,taste,48,-0.6,2020-04
Metropolitan Museum,Foods,taste,44,0.06,2020-05
Metropolitan Museum,Foods,taste,45,0.06,2020-05
Metropolitan Museum,Foods,taste,43,0.82,2020-06
Metropolitan Museum,Foods,taste,38,0.82,2020-06
Metropolitan Museum,Foods,taste,54,-0.71,2020-07
Metropolitan Museum,Foods,taste,59,-0.71,2020-07
Metropolitan Museum,Foods,taste,40,-0.51,2020-08
Metropolitan Museum,Foods,taste,38,-0.51,2020-08
Metropolitan Museum,Foods,taste,58,0.41,2020-09
Metropolitan Museum,Foods,taste,51,0.41,2020-09
Metropolitan Museum,Foods,taste,31,0.93,2020-10
Metropolitan Museum,Foods,taste,40,0.93,2020-10
Metropolitan Museum,Foods,taste,51,0.82,2020-11
Metropolitan Museum,Foods,taste,43,0.82,2020-11
Metropolitan Museum,Foods,taste,40,-0.56,2020-12
Metropolitan Museum,Foods,taste,46,-0.56,2020-12
Metropolitan Museum,Foods,fresh,35,-0.52,2020-01
Metropolitan Museum,Foods,fresh,33,-0.52,2020-01
Metropolitan Museum,Foods,fresh,36,-0.58,2020-02
Metropolitan Museum,Foods,fresh,40,-0.58,2020-02
Metropolitan Museum,Foods,fresh,37,-0.64,2020-03
Metropolitan Museum,Foods,fresh,33,-0.64,2020-03
Metropolitan Museum,Foods,fresh,56,-0.37,2020-04
Metropolitan Museum,Foods,fresh,47,-0.37,2020-04
Metropolitan Museum,Foods,fresh,32,0.31,2020-05
Metropolitan Museum,Foods,fresh,39,0.31,2020-05
Metropolitan Museum,Foods,fresh,49,0.56,2020-06
Metropolitan Museum,Foods,fresh,43,0.56,2020-06
